#c        1
#tau      20
#x1       -26
#x2       26
#runtime  100
#dx       1
#outtime  1
#filename results.dat
#ngrid (derived) 52
#dt    (derived) 0.5
#nsteps(derived) 200
#nper  (derived) 2

#t = 0
-26 0
-24.9804 0
-23.9608 0
-22.9412 0
-21.9216 0
-20.902 0
-19.8824 0
-18.8627 0
-17.8431 0
-16.8235 0
-15.8039 0
-14.7843 0
-13.7647 0
-12.7451 0.00490196
-11.7255 0.0245098
-10.7059 0.0441176
-9.68627 0.0637255
-8.66667 0.0833333
-7.64706 0.102941
-6.62745 0.122549
-5.60784 0.142157
-4.58824 0.161765
-3.56863 0.181373
-2.54902 0.20098
-1.52941 0.220588
-0.509804 0.240196
0.509804 0.240196
1.52941 0.220588
2.54902 0.20098
3.56863 0.181373
4.58824 0.161765
5.60784 0.142157
6.62745 0.122549
7.64706 0.102941
8.66667 0.0833333
9.68627 0.0637255
10.7059 0.0441176
11.7255 0.0245098
12.7451 0.00490196
13.7647 0
14.7843 0
15.8039 0
16.8235 0
17.8431 0
18.8627 0
19.8824 0
20.902 0
21.9216 0
22.9412 0
23.9608 0
24.9804 0
26 0


# t = 1
-26 0
-24.9804 0
-23.9608 0
-22.9412 0
-21.9216 0
-20.902 0
-19.8824 0
-18.8627 0
-17.8431 0
-16.8235 0
-15.8039 0
-14.7843 0.000306373
-13.7647 0.00395221
-12.7451 0.0143076
-11.7255 0.0254289
-10.7059 0.0441176
-9.68627 0.0637255
-8.66667 0.0833333
-7.64706 0.102941
-6.62745 0.122549
-5.60784 0.142157
-4.58824 0.161765
-3.56863 0.181373
-2.54902 0.20098
-1.52941 0.219363
-0.509804 0.226838
0.509804 0.226838
1.52941 0.219363
2.54902 0.20098
3.56863 0.181373
4.58824 0.161765
5.60784 0.142157
6.62745 0.122549
7.64706 0.102941
8.66667 0.0833333
9.68627 0.0637255
10.7059 0.0441176
11.7255 0.0254289
12.7451 0.0143076
13.7647 0.00395221
14.7843 0.000306373
15.8039 0
16.8235 0
17.8431 0
18.8627 0
19.8824 0
20.902 0
21.9216 0
22.9412 0
23.9608 0
24.9804 0
26 0


# t = 2
-26 0
-24.9804 0
-23.9608 0
-22.9412 0
-21.9216 0
-20.902 0
-19.8824 0
-18.8627 0
-17.8431 0
-16.8235 1.91483e-05
-15.8039 0.000472963
-14.7843 0.0039164
-13.7647 0.0137529
-12.7451 0.0248018
-11.7255 0.0329349
-10.7059 0.0453833
-9.68627 0.0637829
-8.66667 0.0833333
-7.64706 0.102941
-6.62745 0.122549
-5.60784 0.142157
-4.58824 0.161765
-3.56863 0.181296
-2.54902 0.199242
-1.52941 0.208247
-0.509804 0.206543
0.509804 0.206543
1.52941 0.208247
2.54902 0.199242
3.56863 0.181296
4.58824 0.161765
5.60784 0.142157
6.62745 0.122549
7.64706 0.102941
8.66667 0.0833333
9.68627 0.0637829
10.7059 0.0453833
11.7255 0.0329349
12.7451 0.0248018
13.7647 0.0137529
14.7843 0.0039164
15.8039 0.000472963
16.8235 1.91483e-05
17.8431 0
18.8627 0
19.8824 0
20.902 0
21.9216 0
22.9412 0
23.9608 0
24.9804 0
26 0


# t = 3
-26 0
-24.9804 0
-23.9608 0
-22.9412 0
-21.9216 0
-20.902 0
-19.8824 0
-18.8627 1.19677e-06
-17.8431 4.3682e-05
-16.8235 0.000600299
-15.8039 0.00392785
-14.7843 0.0131248
-13.7647 0.0243327
-12.7451 0.0326084
-11.7255 0.0439819
-10.7059 0.052061
-9.68627 0.0652057
-8.66667 0.0834548
-7.64706 0.102945
-6.62745 0.122549
-5.60784 0.142152
-4.58824 0.1616
-3.56863 0.179292
-2.54902 0.189109
-1.52941 0.187991
-0.509804 0.188157
0.509804 0.188157
1.52941 0.187991
2.54902 0.189109
3.56863 0.179292
4.58824 0.1616
5.60784 0.142152
6.62745 0.122549
7.64706 0.102945
8.66667 0.0834548
